Notebook,Time,Model,Num Rows,ROUGE-1,BLEURT,BERTScore F1
20231204_Step_89_Back2BioBart_Tr_05_v2.00,2023-12-05 02:34:02,20231130_BioBart-Base_10ep_Summ_Loss_0.77,20.0,0.4201830336274428,0.5355459496378898,0.7224473655223846
20231204_Step_89_Back2BioBart_Tr_05_v2.00,2023-12-05 02:22:04,20231130_BioBart-Base_10ep_Summ_Loss_0.77,200.0,0.404477066888337,0.5144549084454775,0.7042699962854385
20231204_Step_89_Back2BioBart_Tr_05_v2.00,2023-12-05 02:20:18,20231130_BioBart-Base_10ep_Summ_Loss_0.77,20.0,0.4201830336274428,0.5355459496378898,0.7224473655223846
20231204_Step_89_Back2BioBart_Tr_05_v2.00,2023-12-05 02:16:48,20231130_BioBart-Base_10ep_Summ_Loss_0.77,20.0,0.4201830336274428,0.5355459496378898,0.7224473655223846
20231204_Step_89_Back2BioBart_Tr_04_v2.00,2023-12-05 02:09:54,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.4233235782981186,0.5342162483930587,0.720250940322876
20231204_Step_89_Back2BioBart_Tr_04_v2.00,2023-12-05 02:04:28,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.4233235782981186,0.5342162483930587,0.720250940322876
20231204_Step_89_Back2BioBart_Tr_01,2023-12-05 01:53:15,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.4201830336274428,0.5355459496378898,0.7224473655223846
20231204_Step_89_Back2BioBart_Tr_01,2023-12-05 01:53:15,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.4201830336274428,0.5355459496378898,0.7224473655223846
20231204_Step_89_Back2BioBart_Tr_01,2023-12-05 01:53:15,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.4201830336274428,0.5355459496378898,0.7224473655223846
20231204_Step_89_Back2BioBart_Tr_01,2023-12-05 01:45:35,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.404477066888337,0.5144549084454775,0.7042699962854385
20231204_Step_89_Back2BioBart_Tr_01,2023-12-05 01:36:36,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.404477066888337,0.5144549084454775,0.7042699962854385
20231204_Step_89_Back2BioBart_Tr_01,2023-12-05 01:26:31,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.404477066888337,0.5144549084454775,0.7042699962854385
20231204_Step_89_Back2BioBart_Tr_01,2023-12-05 00:57:52,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.4044770668883369,0.5144549084454775,0.7042699933052063
,2023-12-05 00:06:19,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.404477066888337,0.5144549084454775,0.7042699962854385
,2023-12-02 22:09:36,biobart-v2-base,,0.319232715725479,0.4487295660749077,0.6656424641609192
,2023-12-01 23:42:55,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.404477066888337,0.5144549084454775,0.7042816698551178
,2023-12-01 23:08:22,biobart-v2-base,,0.3751950389044555,0.4846495702117681,0.6865060657262803
,2023-12-01 22:59:38,biobart-v2-base,,0.3751950389044555,0.4846495702117681,0.9016280561685562
,2023-12-01 22:43:14,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.404477066888337,0.5144549084454775,0.904961448907852
,2023-12-01 22:36:35,20231201_BioBart-Large_6ep_Summ_Loss_0.73,,0.3725065811611682,0.5044790920987724,0.9000357151031494
,2023-12-01 22:36:35,20231201_BioBart-Large_6ep_Summ_Loss_0.73,,0.3725065811611682,0.5044790920987724,0.9000357151031494
,2023-12-01 22:10:25,20231201_BioBart-Large_14ep_Summ_Loss_0.93,,0.3725065811611682,0.5044790920987724,0.9000357151031494
,2023-12-01 21:19:16,20231130_BioBart-Large_5ep_Summ_Loss_0.76,,0.3263520717299831,0.468624003008008,0.8944635450839996
,2023-12-01 20:04:04,20231201_Clinic-T5-Lrg_20ep_Summ_Loss_0.93,,0.3432197289816066,0.4980039259418845,0.8845377326011657
,2023-12-01 19:51:10,20231201_Clinic-T5-Lrg_20ep_Summ_Loss_0.93,,0.3432197289816066,0.4980039259418845,0.8845377326011657
,2023-12-01 19:23:10,20231201_Clinic-T5-Lrg_20ep_Summ_Loss_0.93,,0.3432197289816066,0.4980039259418845,0.3158775806427002
,2023-12-01 19:13:07,20231130_Clinic-T5-Lrg_5ep_Summ_Loss_1.16,,0.2809462504388703,0.4611687484383583,0.2555275939404964
,2023-12-01 18:57:59,20231201_Clinic-T5-Lrg_12ep_Summ_Loss_1.06,,0.3432197289816066,0.4980039259418845,0.3158775921911001
,2023-11-30 20:24:25,20231130_BioBart-Base_14ep_Summ_0.75,,0.365454466564212,0.4886647574603557,0.3592690110206604
,2023-11-30 19:41:08,20231130_BioBart-Base_10ep_Summ_Loss_0.77,,0.404477066888337,0.5144549084454775,0.4004383832216263
,2023-11-30 19:09:58,20231130_BioBart-Base_5ep_Summ_Loss_0.76,,0.3966298020093473,0.511729897223413,0.3867193557322025
,2023-11-30 10:39:38,20231129_BioBart-Base_1ep_Summ_Loss_0.75,,0.2697180960108714,0.3922128416597843,0.2792351126670837
,2023-11-30 10:10:57,20231129_Bart-Lg-samsum_20ep_Summ_Loss_1.3,,0.3875236470613231,0.4852624605968595,0.3529733330011367
,2023-11-30 09:26:36,20231129_Bart-Lg-samsum_10ep_Summ_Loss_1.17,,0.3875236470613231,0.4852624605968595,0.3529733330011367
,2023-11-30 09:20:33,bart-large-samsum,,0.3875236470613231,0.4852624605968595,0.3529733330011367
,2023-11-30 08:33:47,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.387571438849273,0.4819024359062314,0.3550126664340496
,2023-11-30 08:24:12,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.387571438849273,0.4819024359062314,0.3550126664340496
,2023-11-30 08:00:22,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.387571438849273,0.4819024359062314,0.3550126664340496
,2023-11-30 07:13:04,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5145582822324898,0.6063125296072527,0.5293538570404053
,2023-11-30 07:08:39,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5145582822324898,0.6063125296072527,0.5293538570404053
,2023-11-30 06:47:35,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.387571438849273,,
,2023-11-30 06:47:35,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.387571438849273,,
,2023-11-30 06:14:21,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5145582822324898,0.6063125296072527,0.5293538570404053
,2023-11-30 06:11:32,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5116931228014179,0.5887171506881714,0.5129343867301941
,2023-11-30 06:11:32,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5116931228014179,0.5887171506881714,0.5129343867301941
,2023-11-30 05:29:41,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5116931228014179,0.5887171506881714,0.5129343867301941
,2023-11-30 05:29:41,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5116931228014179,0.5887171506881714,0.5129343867301941
,2023-11-30 05:29:41,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5116931228014179,0.5887171506881714,0.5129343867301941
,2023-11-30 05:29:41,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5116931228014179,0.5887171506881714,0.5129343867301941
,2023-11-30 06:06:19,20231129_Bart-Lg-samsum_8ep_Summ_Loss_1.0_R1_0.52,,0.5116931228014179,0.5887171506881714,0.5129343867301941
